"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo";"icaa_id";"titulo_icaa";"distribuidora_nacional_icaa";"distribuidor_internacional_icaa";"fecha_estreno_ficha";"tipo_icaa";"genero_icaa";"tags_icaa";"genero_final";"genero_fuente";"nacionalidad_paises_icaa";"directores_icaa";"guionistas_icaa";"subvenciones_icaa";"subvenciones_total";"empresas_productoras_icaa";"clave_grupo"
"Donde caben dos";"Filmax";"30/07/2021";216301.0;35779;2021;"";"Donde caben dos";"";157619.0;"DONDE CABEN DOS";"CASTELAO PICTURES, S.L. (02J943)";"";"30/07/2021";"Cine - Ficción";"Comedia";"[""Comedia"", ""Relaciones de pareja"", ""Intercambios de pareja""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Paco Caballero""]";"[""Paco Caballero"", ""Daniel González Guerrero"", ""Eduard Solà"", ""Eric Navarro""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 200000.0}]";200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DONDE CABEN DOS, A.I.E. (01J7538)"", ""porcentaje_empresa"": 98.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CASTELAO PICTURES, S.L. (01J4758)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CASTELAO PRODUCTIONS, S.A. (01J7147)"", ""porcentaje_empresa"": 1.0}]";"157619"
"Refugio, El";"Filmax";"26/11/2021";180269.0;30188;2021;"";"Refugio";"El";148720.0;"EL REFUGIO";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"26/11/2021";"Cine - Ficción";"Comedia";"[""Comedia"", ""Familiar"", ""Navidad""]";"Comedia";"ficha_genero";"España (80.0%); Perú (20.0%)";"[""Macarena Astorga""]";"[""Alicia Luna"", ""Inés Silva"", ""Beatriz Iznaola""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 480000.0}]";480000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""EL REFUGIO LP, A.I.E. (01J8016)"", ""porcentaje_empresa"": 99.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ESTO TAMBIEN PASARÁ, S.L. (01J7709)"", ""porcentaje_empresa"": 0.23}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""BOWFINGER INTERNATIONAL PICTURES, S.L. (01J2830)"", ""porcentaje_empresa"": 0.22}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""SYGNATIA, S.L.U. (01J6296)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""PERÚ"", ""porcentaje_pais"": 20.0, ""empresa"": ""PRODUCCIONES TONDERO S.A.C."", ""porcentaje_empresa"": null}]";"148720"
"Verano que vivimos, El";"Warner Bros";"04/12/2020";166605.0;27017;2021;"";"Verano que vivimos";"El";145419.0;"EL VERANO QUE VIVIMOS";"WARNER BROS ENTERTAINMENT ESPAÑA, S.L. (02J728)";"";"04/12/2020";"Cine - Ficción";"Drama";"[""Drama"", ""Romance""]";"Drama";"ficha_genero";"España (100.0%)";"[""Carlos Sedes""]";"[""Ramón Campos"", ""Gema R. Neira"", ""Javier Chacártegui"", ""Salvador S. Molina"", ""David Orea""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 672200.0}]";672200.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""AQUEL VERANO MOVIE, A.I.E. (01J7010)"", ""porcentaje_empresa"": 69.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""WARNER BROS ENTERTAINMENT ESPAÑA, S.L. (01J2798)"", ""porcentaje_empresa"": 30.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ATRESMEDIA CINE, S.L. (01J2040)"", ""porcentaje_empresa"": 0.35}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MR. FIELDS AND FRIENDS CINEMA, S.L. (01J7520)"", ""porcentaje_empresa"": 0.35}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA CLAQUETA PC, S.L. (01J3513)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""BAMBU PRODUCCIONES, S.L. (01J4282)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""4 CATS PICTURES, S.L.U. (01J5613)"", ""porcentaje_empresa"": 0.1}]";"145419"
"Agente Topo, El";"Bteam Pictures";"18/03/2021";159789.0;27653;2021;"";"Agente Topo";"El";207417.0;"EL AGENTE TOPO";"BTEAM PICTURES, S.L. (02J1137)";"";"01/03/2021";"Cine - Documental";"Documental";"";"Documental";"ficha_genero";"España (10.0%); Alemania (18.0%); Países Bajos (12.0%); Chile (36.0%); Estados Unidos (24.0%)";"[""Maite Alberdi""]";"[""Maite Alberdi""]";"";0.0;"[{""pais"": ""CHILE"", ""porcentaje_pais"": 36.0, ""empresa"": ""MICROMUNDO PRODUCCIONES, E.I.R.L."", ""porcentaje_empresa"": null}, {""pais"": ""ESTADOS UNIDOS"", ""porcentaje_pais"": 24.0, ""empresa"": ""MOTTO PICTURES"", ""porcentaje_empresa"": null}, {""pais"": ""ALEMANIA"", ""porcentaje_pais"": 18.0, ""empresa"": ""SUTOR KOLONKO - FINANCIERA"", ""porcentaje_empresa"": null}, {""pais"": ""PAÍSES BAJOS"", ""porcentaje_pais"": 12.0, ""empresa"": ""VOLYA FILMS"", ""porcentaje_empresa"": null}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 10.0, ""empresa"": ""MALVALANDA, S.L. (01J3525)"", ""porcentaje_empresa"": 100.0}]";"207417"
"Amanece en Calcuta";"European Dreams Factory";"16/04/2021";130827.0;21763;2021;"";"Amanece en Calcuta";"";29621.0;"AMANECE EN CALCUTA";"DREAMS FACTORY EUROPEAN, S.L. (02J829); PELICULA SIN DISTRIBUIDORA ASIGNADA (98J000)";"";"16/04/2021";"Cine - Documental";"Documental";"[""Documental"", ""Religión""]";"Documental";"ficha_genero";"España (100.0%)";"[""José María Zavala""]";"[""José María Zavala""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PIUCHO FILMS, S.L. (01J7829)"", ""porcentaje_empresa"": 100.0}]";"29621"
"Casa del caracol, La";"Filmax";"11/06/2021";127149.0;20673;2021;"";"Casa del caracol";"La";152819.0;"LA CASA DEL CARACOL";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"25/12/2020";"Cine - Ficción";"Thriller";"[""Thriller"", ""Terror""]";"Thriller";"ficha_genero";"España (79.89%); Perú (20.11%)";"[""Macarena Astorga""]";"[""Sandra García Nieto""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 488820.88}]";488820.88;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 79.89, ""empresa"": ""CASITA COLORA PRODUCCIONES, A.I.E. (01J6302)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 79.89, ""empresa"": ""BOWFINGER INTERNATIONAL PICTURES, S.L. (01J2830)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 79.89, ""empresa"": ""ESTO TAMBIEN PASARÁ, S.L. (01J7709)"", ""porcentaje_empresa"": 0.45}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 79.89, ""empresa"": ""BASQUE FILM SERVICES, S.L. (01J2430)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""PERÚ"", ""porcentaje_pais"": 20.11, ""empresa"": ""PRODUCCIONES TONDERO, S.A.C."", ""porcentaje_empresa"": null}]";"152819"
"Con quién viajas";"A Contracorriente";"10/09/2021";125764.0;22373;2021;"";"Con quién viajas";"";3920.0;"CON QUIÉN VIAJAS";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"LATIDO FILMS (98J1003); LATIDO CONSORCIO EXPORTACIÓN DE CINE ESPAÑOL, S.L. (07J152)";"31/08/2021";"Cine - Ficción";"Thriller";"[""Thriller"", ""Comedia"", ""Road movie""]";"Thriller";"ficha_genero";"España (100.0%)";"[""Martín Cuervo""]";"[""Martín Cuervo""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALAMO AUDIOVISUAL QUINTA PARTE, A.I.E. (01J7611)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""A CONTRACORRIENTE FILMS, S.L. (01J4453)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ALAMO PRODUCCIONES AUDIOVISUALES, S.L. (01J6728)"", ""porcentaje_empresa"": 0.3}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""NEON PRODUCCIONES, S.L. (01J2573)"", ""porcentaje_empresa"": 0.2}]";"3920"
"Sustituto, El";"Karma";"29/10/2021";124451.0;20668;2021;"";"Sustituto";"El";156419.0;"EL SUSTITUTO";"KARMA FILMS, S.L. (02J647)";"LATIDO FILMS (98J1003)";"29/10/2021";"Cine - Ficción";"Thriller";"[""Thriller""]";"Thriller";"ficha_genero";"España (80.0%); Bélgica (20.0%)";"[""Óscar Aibar""]";"[""Óscar Aibar"", ""María Luisa Calderón""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 500000.0}]";500000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""ISABA PRODUCCIONES CINEMATOGRAFICAS, AIE (01J7565)"", ""porcentaje_empresa"": 99.8}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""TORNASOL, S.L. (01J6818)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""VORAMAR FILMS, S.L. (01J7222)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 20.0, ""empresa"": ""ENTRE CHIEN ET LOUP"", ""porcentaje_empresa"": null}]";"156419"
"Lodo, El";"Vertice";"10/12/2021";124354.0;20688;2021;"";"Lodo";"El";86919.0;"EL LODO";"VERTICE CINE, S.L. (02J520)";"FILM FACTORY ENTERTAINMENT, S.L. (02J961)";"10/12/2021";"Cine - Ficción";"Thriller";"[""Thriller""]";"Thriller";"ficha_genero";"España (100.0%)";"[""Iñaki Sánchez Arrieta""]";"[""Iñaki Sánchez Arrieta""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SUNRISE PICTURE, S.L. (01J5092)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL LODO LA PELICULA, A.I.E. (01J8079)"", ""porcentaje_empresa"": 1.0}]";"86919"
"Sevillanas de Brooklyn";"Filmax";"17/09/2021";109508.0;20167;2021;"";"Sevillanas de Brooklyn";"";178718.0;"SEVILLANAS DE BROOKLYN";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"17/09/2021";"Cine - Ficción";"Comedia";"[""Comedia"", ""Romance""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Vicente Villanueva""]";"[""Nacho La Casa"", ""Juan Apolo""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 108803.04}]";108803.04;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""700 PAVOS, A.I.E. (01J7124)"", ""porcentaje_empresa"": 98.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""PECADO FILMS, S.L. (01J4164)"", ""porcentaje_empresa"": 1.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CAPITAN ARAÑA, S.L. (01J5224)"", ""porcentaje_empresa"": 1.0}]";"178718"
"Inconveniente, El";"Filmax";"18/12/2020";108614.0;19058;2021;"";"Inconveniente";"El";61017.0;"EL INCONVENIENTE";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"27/10/2020";"Cine - Ficción";"Comedia dramática";"[""Comedia"", ""Drama""]";"Comedia dramática";"ficha_genero";"España (100.0%)";"[""Bernabé Rico""]";"[""Bernabé Rico"", ""Juan Carlos Rubio""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 319771.07}]";319771.07;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL INCONVENIENTE LA PELICULA, A.I.E. (01J7238)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA CRUDA REALIDAD, S.L. (01J4999)"", ""porcentaje_empresa"": 0.34}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA CLAQUETA PC, S.L. (01J3513)"", ""porcentaje_empresa"": 0.33}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TALYCUAL PRODUCCIONES, S.L. (01J4476)"", ""porcentaje_empresa"": 0.33}]";"61017"
"Sis dies corrents";"Filmax";"03/12/2021";97714.0;14683;2021;"";"Sis dies corrents";"";106518.0;"SEIS DÍAS CORRIENTES";"CASTELAO PICTURES, S.L. (02J943)";"";"20/11/2021";"Cine - Documental";"Comedia";"[""Comedia"", ""Docu-ficción"", ""Documental"", ""Ficción""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Neus Ballús""]";"[""Neus Ballús"", ""María Luisa Calderón"", ""Montse Ganges""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 232000.0}]";232000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""DISTINTO FILMS, S.L.U. (01J3560)"", ""porcentaje_empresa"": 75.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL KINOGRAF S.L. (01J3743)"", ""porcentaje_empresa"": 25.0}]";"106518"
"Non Dago Mikel?";"Atera Films";"26/02/2021";82958.0;15061;2021;"";"Non Dago Mikel?";"";5521.0;"NON DAGO MIKEL?";"MIREN APERRIBAY IRASTORZA (02F450)";"";"09/03/2021";"Cine - Documental";"Documental";"[""Documental"", ""Terrorismo"", ""ETA"", ""Violencia"", ""Años 80"", ""Personas desaparecidas"", ""Social""]";"Documental";"ficha_genero";"España (100.0%)";"[""Amaia Merino"", ""Miguel A. Llamas 'Pitu'""]";"[""Amaia Merino"", ""Miguel A. Llamas 'Pitu'""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MIGUEL ANGEL LLAMAS MONTOYA (01F4212)"", ""porcentaje_empresa"": 70.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IZAR FILMS EUROPE, S.L.U. (01J5795)"", ""porcentaje_empresa"": 30.0}]";"5521"
"Erase una vez en Euskadi";"Entertainment One Films";"29/10/2021";80415.0;14154;2021;"";"Erase una vez en Euskadi";"";158719.0;"ÉRASE UNA VEZ EN EUSKADI";"AURUM PRODUCCIONES, S.A. (02J535)";"FILM FACTORY ENTERTAINMENT, S.L. (02J961)";"22/10/2021";"Cine - Ficción";"Drama";"[""Drama"", ""País Vasco"", ""Años 80""]";"Drama";"ficha_genero";"España (100.0%)";"[""Manu Gómez""]";"[""Manu Gómez""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 200000.0}]";200000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ERASE MI CUADRILLA LA PELICULA , A.I.E. (01J7508)"", ""porcentaje_empresa"": 99.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA CANICA FILMS, S.L. (01J3981)"", ""porcentaje_empresa"": 0.5}]";"158719"
"Cover, El";"Entertainment One Films";"23/07/2021";73105.0;12474;2021;"";"Cover";"El";148419.0;"EL COVER";"AURUM PRODUCCIONES, S.A. (02J535)";"LATIDO FILMS (98J1003)";"23/07/2021";"Cine - Ficción";"Ficción";"[""Musical"", ""Romance"", ""Comedia""]";"Ficción";"ficha_genero";"España (80.0%); Portugal (20.0%)";"[""Secun De La Rosa""]";"[""Secun De La Rosa""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 958024.89}]";958024.89;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""TE DEJO FILMS, A.I.E. (01J7540)"", ""porcentaje_empresa"": 99.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""NADIE ES PERFECTO PRODUCCIONES CINEMATOGRAFICAS, S.L. (01J2252)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""PORTUGAL"", ""porcentaje_pais"": 20.0, ""empresa"": ""STOP LINE FILMS PRODUCAO AUDIOSISUAIS"", ""porcentaje_empresa"": null}]";"148419"
"Libertad";"Avalon Distribución";"19/11/2021";70455.0;11887;2021;"";"Libertad";"";88218.0;"LIBERTAD";"AVALON DISTRIBUCION AUDIOVISUAL, S.L. (02J784)";"";"26/10/2021";"Cine - Ficción";"Drama";"[""Drama"", ""Adolescencia"", ""Amistad"", ""Verano"", ""Familia""]";"Drama";"ficha_genero";"España (80.0%); Bélgica (20.0%)";"[""Clara Roquet""]";"[""Clara Roquet""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 432000.0}]";432000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""AVALON PRODUCTORA CINEMATOGRAFICA, S.L. (01J3638)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""LASTOR MEDIA, S.L. (01J3992)"", ""porcentaje_empresa"": 50.0}, {""pais"": ""BÉLGICA"", ""porcentaje_pais"": 20.0, ""empresa"": ""BULLETPROOF CUPID"", ""porcentaje_empresa"": null}]";"88218"
"Sentimental";"Filmax";"30/10/2020";69584.0;10795;2021;"";"Sentimental";"";177718.0;"SENTIMENTAL";"CASTELAO PICTURES, S.L. (02J943)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"30/10/2020";"Cine - Ficción";"Comedia";"[""Sexo"", ""Intercambios de pareja"", ""Comedia sexual""]";"Comedia";"ficha_genero";"España (100.0%)";"[""Cesc Gay""]";"[""Cesc Gay""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 700000.0}]";700000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SENTIMENTALFILM, A.I.E. (01J7090)"", ""porcentaje_empresa"": 97.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""IMPOSIBLE FILMS, S.L. (01J2064)"", ""porcentaje_empresa"": 3.0}]";"177718"
"Claret";"Proyecfilm";"24/09/2021";68567.0;13894;2021;"";"Claret";"";168820.0;"CLARET";"PROYECFILM, S.L. (02J1121)";"";"04/12/2020";"Cine - Ficción";"Drama histórico";"[""Drama"", ""Historia"", ""Religión"", ""Catolicismo""]";"Drama histórico";"ficha_genero";"España (100.0%)";"[""Pablo Moreno""]";"[""Pablo Moreno""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""CONTRACORRIENTE PRODUCCIONES, S.L.U. (01J3704)"", ""porcentaje_empresa"": 100.0}]";"168820"
"Dardara";"Atera Films";"18/03/2021";66584.0;12128;2021;"";"Dardara";"";114020.0;"DARDARA";"MIREN APERRIBAY IRASTORZA (02F450)";"";"17/03/2021";"Cine - Documental";"Documental";"[""Documental"", ""Música"", ""Rock"", ""Creativo""]";"Documental";"ficha_genero";"España (100.0%)";"[""Marina Lameiro""]";"[""Marina Lameiro""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""ARENA COMUNICACION AUDIOVISUAL, S.L. (01J2841)"", ""porcentaje_empresa"": 70.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""TXALAP ART EKOIZPENAK KOOP ELK TXIKIA (01J5508)"", ""porcentaje_empresa"": 30.0}]";"114020"
"Boda de Rosa, La";"Filmax";"21/08/2020";59492.0;10198;2021;"";"Boda de Rosa";"La";138919.0;"LA BODA DE ROSA";"CASTELAO PICTURES, S.L. (02J943)";"THE MATCH FACTORY (98F92)";"21/08/2020";"Cine - Ficción";"Comedia";"[""Comedia"", ""Drama"", ""Social""]";"Comedia";"ficha_genero";"España (90.0%); Francia (10.0%)";"[""Iciar Bollain""]";"[""Iciar Bollain"", ""Alicia Luna""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 700000.0}]";700000.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""LA BODA DE ROSA LA PELICULA, A.I.E. (01J7421)"", ""porcentaje_empresa"": 76.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""TURANGA FILMS, S.L. (01J5265)"", ""porcentaje_empresa"": 22.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""SETEMBRO CINE, S.L.U. (01J5802)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 90.0, ""empresa"": ""TANDEM FILMS, S.L. (01J6595)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 10.0, ""empresa"": ""HALLEY PRODUCTION - FINANCIERA"", ""porcentaje_empresa"": null}]";"138919"
"Nora";"Sherlock";"03/09/2021";57061.0;11078;2021;"";"Nora";"";39919.0;"NORA";"A CONTRACORRIENTE FILMS, S.L. (02J861)";"FILMAX (INTERNATIONAL SALES) (98J1061)";"31/08/2021";"Cine - Ficción";"Drama";"[""Comedia"", ""Romance"", ""Drama"", ""Road movie""]";"Drama";"ficha_genero";"España (80.0%); Francia (20.0%)";"[""Lara Izagirre""]";"[""Lara Izagirre""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""GARIZA PRODUKZIOAK, S.L. (01J5267)"", ""porcentaje_empresa"": 85.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 80.0, ""empresa"": ""TANDEM FILMS, S.L. (01J6595)"", ""porcentaje_empresa"": 15.0}, {""pais"": ""FRANCIA"", ""porcentaje_pais"": 20.0, ""empresa"": ""LA FIDÈLE PRODUCTION"", ""porcentaje_empresa"": null}]";"39919"
"Club del paro, El";"Vertice";"17/09/2021";53224.0;9456;2021;"";"Club del paro";"El";38421.0;"EL CLUB DEL PARO";"VERTICE CINE, S.L. (02J520)";"";"17/09/2021";"Cine - Ficción";"Comedia";"[""Comedia""]";"Comedia";"ficha_genero";"España (100.0%)";"[""David Marqués""]";"[""David Marqués""]";"";0.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SUNRISE PICTURE, S.L. (01J5092)"", ""porcentaje_empresa"": 100.0}]";"38421"
"Vida era eso, La";"Elamedia";"10/12/2021";53117.0;9124;2021;"";"Vida era eso";"La";157911.0;"LA VIDA ERA ESO";"ELAMEDIA, S.L. (02J1104)";"34T (98J1457)";"24/11/2020";"Cine - Ficción";"Drama";"[""Drama"", ""Romance"", ""Coming-of-age"", ""Social"", ""Familia""]";"Drama";"ficha_genero";"España (100.0%)";"[""David Martín De Los Santos""]";"[""David Martín De Los Santos""]";"[{""concepto"": ""Ayudas Selectivas para la producción de largometrajes sobre proyecto"", ""importe"": 227210.31}]";227210.31;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LA VIDA ERA ESO, A.I.E. (01J7103)"", ""porcentaje_empresa"": 99.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""LOLITA PRODUCCIONES CINEMATOGRAFICAS, S.L. (01J2314)"", ""porcentaje_empresa"": 0.5}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MEDIAEVENTS PRODUCTIONS, S.L (01J7203)"", ""porcentaje_empresa"": 0.3}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""SMIZ & PIXEL, S.L. (01J3341)"", ""porcentaje_empresa"": 0.1}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""MAGNETICA CINE, S.L. (01J7464)"", ""porcentaje_empresa"": 0.1}]";"157911"
"Nieva en Benidorm";"Bteam Pictures";"11/12/2020";52318.0;9009;2021;"";"Nieva en Benidorm";"";157519.0;"NIEVA EN BENIDORM";"BTEAM PICTURES, S.L. (02J1137)";"FILM FACTORY ENTERTAINMENT, S.L. (02J961)";"05/11/2020";"Cine - Ficción";"Drama";"[""Drama"", ""Thriller""]";"Drama";"ficha_genero";"España (100.0%)";"[""Isabel Coixet""]";"[""Isabel Coixet""]";"[{""concepto"": ""Ayudas Generales para la producción de largometrajes sobre proyecto"", ""importe"": 181200.0}]";181200.0;"[{""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL TERCER DESEO FILMS, A.I.E. (01J7212)"", ""porcentaje_empresa"": 95.0}, {""pais"": ""ESPAÑA"", ""porcentaje_pais"": 100.0, ""empresa"": ""EL DESEO D.A. S.L. (01J2217)"", ""porcentaje_empresa"": 5.0}]";"157519"
