"titulo";"distribuidora_pdf_heuristica";"fecha_estreno";"recaudacion";"espectadores";"anio";"anio_reposicion";"titulo_busqueda";"articulo"
"Pizarro is God";"Independent";"12/12/2025";2737.0;236;2025;"";"Pizarro is God";""
"Riadas";"La Dalia Films";"16/09/2025";2722.0;443;2025;"";"Riadas";""
"Jaume Cabre: La musica de las palabras";"Independent";"04/02/2025";2718.0;522;2025;"";"Jaume Cabre: La musica de las palabras";""
"Por donde pasa el silencio";"Bteam Pictures";"29/11/2024";2828.0;729;2025;"";"Por donde pasa el silencio";""
"Efecto ALL1, El: Parte II";"Independent";"17/10/2024";2700.0;240;2025;"";"Efecto ALL1, El: Parte II";""
"Ullate. La danza de la vida";"Disentropic";"25/04/2024";2666.0;463;2025;"";"Ullate. La danza de la vida";""
"Sekeleka: Ciudad refugio";"Independent";"29/05/2025";2618.0;275;2025;"";"Sekeleka: Ciudad refugio";""
"Caja de resistencia";"Independent";"19/03/2025";2607.0;702;2025;"";"Caja de resistencia";""
"Impulso nomada, El";"Independent";"05/09/2025";2578.0;393;2025;"";"Impulso nomada";"El"
"Lluc, una cronica de la pasteleria";"Alfa Pictures";"27/05/2025";2546.0;314;2025;"";"Lluc, una cronica de la pasteleria";""
"Mil leyendas, un grial";"Independent";"23/06/2025";2522.0;451;2025;"";"Mil leyendas, un grial";""
"Volvereis";"Elastica";"30/08/2024";2736.0;782;2025;"";"Volvereis";""
"Equipo Cronica. Arte de trinchera";"Independent";"04/05/2024";2511.0;409;2025;"";"Equipo Cronica. Arte de trinchera";""
"Azul de niño";"ConUnPack";"27/06/2025";2475.0;358;2025;"";"Azul de niño";""
"Supernatural";"Nanouk Films";"05/12/2025";2458.0;337;2025;"";"Supernatural";""
"Pequeño peon, El";"Independent";"17/06/2025";2437.0;495;2025;"";"Pequeño peon";"El"
"Llamame sinsorga";"Independent";"28/11/2025";2334.0;342;2025;"";"Llamame sinsorga";""
"Filme pajaros volando";"Ringo Media";"31/01/2025";2320.0;378;2025;"";"Filme pajaros volando";""
"Chicas de la estacion, Las";"A Contracorriente";"22/11/2024";2324.0;438;2025;"";"Chicas de la estacion";"Las"
"Montserrat, Integral 107";"Independent";"26/10/2024";2287.0;350;2025;"";"Montserrat, Integral 107";""
"Dragonkeeper: Guardiana de dragones";"A Contracorriente";"19/04/2024";2283.0;814;2025;"";"Dragonkeeper: Guardiana de dragones";""
"Calladita";"Karma";"17/05/2024";2262.0;611;2025;"";"Calladita";""
"Novia, La";"Bteam Pictures";"11/12/2015";2237.0;357;2025;"";"Novia";"La"
"Chica Quinqui";"Independent";"26/09/2025";2191.0;322;2025;"";"Chica Quinqui";""
"Amores brujos";"Syldavia";"12/06/2025";2149.0;364;2025;"";"Amores brujos";""
"Mucha mierda";"39 Escalones";"07/02/2025";2145.0;325;2025;"";"Mucha mierda";""
"Canto de las manos, El";"Filmin";"12/12/2025";2116.0;332;2025;"";"Canto de las manos";"El"
"SinEl";"Moon Entertainment";"10/01/2025";2071.0;292;2025;"";"SinEl";""
"Casa Reynal";"Independent";"07/01/2025";2022.0;375;2025;"";"Casa Reynal";""
"Cancion de Sima, La";"Syldavia";"01/05/2025";2007.0;404;2025;"";"Cancion de Sima";"La"
"Por un puñado de dolares (1964) (re)";"Mercury Films";"04/04/2023";1977.0;353;2025;1964.0;"Por un puñado de dolares";""
"Misteriosa mirada del flamenco, La";"Bteam Pictures";"16/01/2026";1966.0;421;2025;"";"Misteriosa mirada del flamenco";"La"
"Tamaño del corazon, El";"Independent";"25/02/2025";1943.0;297;2025;"";"Tamaño del corazon";"El"
"75 dias, los crimenes de Alcasser";"Protos Films";"22/04/2022";1890.0;134;2025;"";"75 dias, los crimenes de Alcasser";""
"Casa, La";"A Contracorriente";"01/05/2024";1880.0;445;2025;"";"Casa";"La"
"Rugir de las Llamas, El";"Independent";"21/05/2025";1777.0;349;2025;"";"Rugir de las Llamas";"El"
"Cielo no puede esperar, El";"European Dreams Factory";"24/02/2023";1771.0;269;2025;"";"Cielo no puede esperar";"El"
"Ilusion de verano";"Independent";"06/03/2025";1759.0;338;2025;"";"Ilusion de verano";""
"Revolucion de las musas, La";"Independent";"12/12/2024";1745.0;294;2025;"";"Revolucion de las musas";"La"
"Arrebato (1980) (re)";"Independent";"20/04/2022";1692.0;373;2025;1980.0;"Arrebato";""
"Flores bajo el hielo";"Independent";"12/09/2024";1691.0;436;2025;"";"Flores bajo el hielo";""
"Sugar Island";"Pleamar Films";"21/03/2025";1676.0;367;2025;"";"Sugar Island";""
"Adios Madrid";"39 Escalones";"17/01/2025";1649.0;256;2025;"";"Adios Madrid";""
"¿A mi quien me cuida?";"Independent";"12/06/2025";1645.0;213;2025;"";"¿A mi quien me cuida?";""
"Ley de Sodoma, La";"Barlovento Distribucion";"05/12/2025";1645.0;240;2025;"";"Ley de Sodoma";"La"
"Tres hombres no pueden ocultarse bajo la tapa de un puchero";"Independent";"22/09/2025";1620.0;281;2025;"";"Tres hombres no pueden ocultarse bajo la tapa de un puchero";""
"Idilia";"Independent";"28/07/2025";1590.0;343;2025;"";"Idilia";""
"Marisma, La";"Independent";"23/05/2025";1566.0;266;2025;"";"Marisma";"La"
"Exp. 95/36 Columna Minera";"Surtsey Films";"11/12/2025";1532.0;310;2025;"";"Exp. 95/36 Columna Minera";""
"Mi hermano Ali";"Syldavia";"22/11/2024";2028.0;490;2025;"";"Mi hermano Ali";""
"Fandango";"Maravillas Distribuciones";"20/06/2025";1482.0;287;2025;"";"Fandango";""
"Alma, un sueño musical";"Maravillas Distribuciones";"16/05/2025";1472.0;232;2025;"";"Alma, un sueño musical";""
"Soñando futbol";"Independent";"14/05/2025";1453.0;252;2025;"";"Soñando futbol";""
"Rock Bottom";"Avalon Distribución";"13/12/2024";1459.0;311;2025;"";"Rock Bottom";""
"Robot Dreams";"Bteam Pictures";"06/12/2023";1408.0;249;2025;"";"Robot Dreams";""
"Diario de un lobero";"Independent";"30/05/2025";1406.0;271;2025;"";"Diario de un lobero";""
"Mitologia de barrio";"Syldavia";"16/01/2025";1404.0;268;2025;"";"Mitologia de barrio";""
"Silencio";"Independent";"15/11/2025";1396.0;236;2025;"";"Silencio";""
"Objeto de estudio";"Independent";"04/10/2024";1390.0;226;2025;"";"Objeto de estudio";""
"Parque, El";"Independent";"12/12/2024";1496.0;429;2025;"";"Parque";"El"
"Fanantenana";"Independent";"21/11/2024";1354.0;450;2025;"";"Fanantenana";""
"Restos del pasar, Los";"Les Films de la Resistance";"29/11/2024";1343.0;216;2025;"";"Restos del pasar";"Los"
"Solos en la noche";"Summer Films";"20/09/2024";1336.0;311;2025;"";"Solos en la noche";""
"Señor, llevame pronto";"Independent";"15/05/2025";1331.0;359;2025;"";"Señor, llevame pronto";""
"REC";"Filmax";"23/11/2007";1322.0;98;2025;"";"REC";""
"De la Luz y Las Sombras";"Independent";"06/05/2025";1312.0;212;2025;"";"De la Luz y Las Sombras";""
"Amanece, que no es poco (1989) (re)";"Independent";"23/03/2023";1304.0;223;2025;1989.0;"Amanece, que no es poco";""
"Maria la Portuguesa";"Independent";"08/04/2025";1295.0;294;2025;"";"Maria la Portuguesa";""
"Uno para todos";"A Contracorriente";"18/09/2020";1276.0;232;2025;"";"Uno para todos";""
"De todos lados un poco";"Independent";"15/05/2025";1262.0;229;2025;"";"De todos lados un poco";""
"Te separas mucho";"Independent";"24/04/2025";1249.0;305;2025;"";"Te separas mucho";""
"Biblioteca de pedra seca";"Independent";"19/06/2025";1247.0;184;2025;"";"Biblioteca de pedra seca";""
"Placido (1961) (re)";"Avalon Distribución";"19/01/2026";1247.0;307;2025;1961.0;"Placido";""
"Joan Bennassar - Raons Humanes";"A Contracorriente";"20/07/2024";1228.0;204;2025;"";"Joan Bennassar - Raons Humanes";""
"¡Caigan las rosas blancas!";"Vitrine Filmes";"11/04/2025";1188.0;214;2025;"";"¡Caigan las rosas blancas!";""
"Tres adioses";"Bteam Pictures";"06/02/2026";1186.0;329;2025;"";"Tres adioses";""
"Aurora";"Independent";"07/03/2025";1185.0;212;2025;"";"Aurora";""
"Bienvenido Mister Marshall (1953)(Re)";"Sony";"20/12/2002";1175.0;205;2025;1953.0;"Bienvenido Mister Marshall";""
"¿Donde estabas cuando estabas?";"Independent";"19/12/2025";1147.0;213;2025;"";"¿Donde estabas cuando estabas?";""
"Ara Malikian: Una vida entre las cuerdas";"Syldavia";"24/10/2019";1136.0;192;2025;"";"Ara Malikian: Una vida entre las cuerdas";""
"Gigante de Es Vedrá y otras leyendas, El";"Independent";"08/11/2024";1134.0;184;2025;"";"Gigante de Es Vedrá y otras leyendas";"El"
"Historias de Halloween";"39 Escalones";"14/11/2025";1118.0;162;2025;"";"Historias de Halloween";""
"Dia de la bestia, El (1995) (4k re)";"ConUnPack";"15/10/2021";1103.0;194;2025;1995.0;"Dia de la bestia";"El"
"Control Room";"Nostromo";"19/09/2025";1100.0;191;2025;"";"Control Room";""
"Ella en mil pedazos";"Independent";"14/11/2025";1098.0;161;2025;"";"Ella en mil pedazos";""
"Bella";"Syldavia";"28/11/2025";1062.0;195;2025;"";"Bella";""
"Esto no es Hollywood";"Independent";"07/03/2025";1055.0;200;2025;"";"Esto no es Hollywood";""
"Love U Carme";"Version Digital";"20/11/2025";1050.0;210;2025;"";"Love U Carme";""
"Queer Me";"Independent";"12/12/2025";1049.0;149;2025;"";"Queer Me";""
"Te estoy amando locamente";"Filmax";"06/07/2023";1048.0;174;2025;"";"Te estoy amando locamente";""
"Poeta del corazon, El";"A Contracorriente";"07/07/2025";1042.0;184;2025;"";"Poeta del corazon";"El"
"Velintonia 3";"Independent";"25/10/2025";1037.0;229;2025;"";"Velintonia 3";""
"Ley del deseo, La (1987) (re)";"Independent";"04/08/2025";1030.0;165;2025;1987.0;"Ley del deseo";"La"
"Santos inocentes, Los (1984) (re)";"Mercury Films";"25/02/2025";1011.0;195;2025;1984.0;"Santos inocentes";"Los"
"Luminoso espacio salvaje";"European Dreams Factory";"16/06/2025";1008.0;142;2025;"";"Luminoso espacio salvaje";""
"Lorca en la Habana";"Independent";"21/11/2025";1007.0;220;2025;"";"Lorca en la Habana";""
"Muerte en Amara";"Independent";"25/10/2024";987.0;152;2025;"";"Muerte en Amara";""
"Secundarias";"Moon Entertainment";"09/05/2025";987.0;182;2025;"";"Secundarias";""
"Desenterrando Sad Hill";"ConUnPack";"19/10/2018";972.0;214;2025;"";"Desenterrando Sad Hill";""
"Borau y el cine";"Me Lo Creo";"27/06/2025";959.0;159;2025;"";"Borau y el cine";""
"Cupido confuso";"Independent";"14/03/2025";946.0;137;2025;"";"Cupido confuso";""
"Fianza, La";"Syldavia";"05/12/2024";939.0;291;2025;"";"Fianza";"La"
"Piko & Pala";"Independent";"28/03/2025";931.0;133;2025;"";"Piko & Pala";""
"Chhaupadi";"Independent";"30/01/2025";930.0;186;2025;"";"Chhaupadi";""
"Riqueni";"Selected Films";"08/09/2025";930.0;147;2025;"";"Riqueni";""
"Caballo español, el origen, El";"Independent";"20/11/2025";925.0;131;2025;"";"Caballo español, el origen";"El"
"Valientes";"European Dreams Factory";"27/02/2025";922.0;155;2025;"";"Valientes";""
"Quien llorara por mi";"Independent";"21/11/2025";918.0;202;2025;"";"Quien llorara por mi";""
"Antonio, el bailarin de España";"39 Escalones";"25/11/2025";908.0;183;2025;"";"Antonio, el bailarin de España";""
"Slow";"Surtsey Films";"19/01/2024";903.0;153;2025;"";"Slow";""
"Bosque Salvaje de Pardomino, El";"Independent";"04/05/2023";901.0;118;2025;"";"Bosque Salvaje de Pardomino";"El"
"Akelarre";"Avalon Distribución";"02/10/2020";890.0;180;2025;"";"Akelarre";""
"Iberia, naturaleza infinita";"Acaju";"17/03/2023";884.0;163;2025;"";"Iberia, naturaleza infinita";""
"Parra, La";"Begin Again Films";"13/12/2024";880.0;158;2025;"";"Parra";"La"
"Hybris";"Independent";"26/09/2025";872.0;133;2025;"";"Hybris";""
"Refugios de papel";"Independent";"29/07/2025";868.0;200;2025;"";"Refugios de papel";""
"From My Cold Dead Hands";"Sideral";"17/01/2025";864.0;113;2025;"";"From My Cold Dead Hands";""
"Jirafa en el balcon, Una";"Filmax";"03/10/2025";834.0;127;2025;"";"Jirafa en el balcon, Una";""
"Capitolio contra Capitolio";"Independent";"04/07/2025";819.0;178;2025;"";"Capitolio contra Capitolio";""
"Canciller, el templo del rock";"Syldavia";"30/12/2025";816.0;118;2025;"";"Canciller, el templo del rock";""
"20.000 Especies de abejas";"Bteam Pictures";"21/04/2023";809.0;203;2025;"";"20.000 Especies de abejas";""
"Marisol llamame Pepa";"Me Lo Creo";"10/05/2024";795.0;248;2025;"";"Marisol llamame Pepa";""
"Canigo 1883";"Independent";"17/01/2024";792.0;133;2025;"";"Canigo 1883";""
"Montserrat: entre la roca y el conflicto";"Independent";"18/09/2025";778.0;114;2025;"";"Montserrat: entre la roca y el conflicto";""
"Pantalones a la luna";"Independent";"11/02/2025";777.0;175;2025;"";"Pantalones a la luna";""
"Zinzindurrunkarratz";"Independent";"29/11/2024";776.0;161;2025;"";"Zinzindurrunkarratz";""
"Un viaje hacia nosotros";"Independent";"19/12/2021";771.0;172;2025;"";"Un viaje hacia nosotros";""
"Pequeños amores, Los";"Bteam Pictures";"08/03/2024";767.0;229;2025;"";"Pequeños amores";"Los"
"Reset - Capitulo 1 Ulpotha";"Independent";"21/01/2025";764.0;124;2025;"";"Reset - Capitulo 1 Ulpotha";""
"Compas del silencio";"Independent";"31/07/2025";759.0;178;2025;"";"Compas del silencio";""
"Prohibido ganar Eurovision";"Independent";"28/07/2025";754.0;164;2025;"";"Prohibido ganar Eurovision";""
"Tuno negro (2001) (re)";"Independent";"25/10/2025";752.0;105;2025;2001.0;"Tuno negro";""
"Escape";"Beta Fiction";"31/10/2024";748.0;160;2025;"";"Escape";""
"Campanadas a medianoche (1965) (re)";"Independent";"17/05/2025";741.0;162;2025;1965.0;"Campanadas a medianoche";""
"Second Act of Elliott Murphy, The";"Independent";"01/11/2015";738.0;124;2025;"";"Second Act of Elliott Murphy, The";""
"Sacar a la luz. La memoria de las artistas rapadas";"Independent";"05/11/2021";736.0;163;2025;"";"Sacar a la luz. La memoria de las artistas rapadas";""
"Caballos";"Alberto Jose Redondo Villa";"23/11/2023";725.0;223;2025;"";"Caballos";""
"Mi otro Jon";"Wanda";"20/10/2023";724.0;362;2025;"";"Mi otro Jon";""
"Paco Rabanne. Una vida fuera del patron";"Syldavia";"03/04/2025";722.0;186;2025;"";"Paco Rabanne. Una vida fuera del patron";""
"Esta ambicion desmedida";"Avalon Distribución";"26/10/2023";717.0;103;2025;"";"Esta ambicion desmedida";""
"Noche que mi madre mato a mi padre, La";"Festival Films";"29/04/2016";715.0;143;2025;"";"Noche que mi madre mato a mi padre";"La"
"Rotspanier. Los esclavos españoles del nazismo";"Independent";"13/12/2025";714.0;109;2025;"";"Rotspanier. Los esclavos españoles del nazismo";""
"Constelacion Portabella";"Independent";"24/10/2025";707.0;115;2025;"";"Constelacion Portabella";""
"Jose Maria Yturralde";"Independent";"16/10/2025";696.0;147;2025;"";"Jose Maria Yturralde";""
"Cerrar los ojos";"Avalon Distribución";"29/09/2023";692.0;132;2025;"";"Cerrar los ojos";""
"Renovables forzosas";"Independent";"01/06/2025";692.0;107;2025;"";"Renovables forzosas";""
"A dos velas";"Independent";"18/02/2025";683.0;198;2025;"";"A dos velas";""
"Sintiendolo mucho";"Avalon Distribución";"17/11/2022";682.0;98;2025;"";"Sintiendolo mucho";""
"Gallo Rojo";"La Esgueva Films";"20/12/2024";1346.0;206;2025;"";"Gallo Rojo";""
"Blackcelona: Una historia de metal satánico";"Pecker";"20/06/2025";670.0;84;2025;"";"Blackcelona: Una historia de metal satánico";""
"Tiempo de Zarzuela";"Version Digital";"10/10/2023";667.0;94;2025;"";"Tiempo de Zarzuela";""
"Noche de 12 años, La";"Syldavia";"23/11/2018";661.0;120;2025;"";"Noche de 12 años";"La"
"Escanyapobres";"Caracter Films";"29/11/2024";699.0;182;2025;"";"Escanyapobres";""
"Torre de los siete jorobados, La (1944) (re)";"Independent";"01/05/2025";643.0;145;2025;1944.0;"Torre de los siete jorobados";"La"
"Tu me abrasas";"Independent";"29/06/2025";643.0;121;2025;"";"Tu me abrasas";""
"Padre de todos nosotros, El";"Independent";"11/12/2025";642.0;98;2025;"";"Padre de todos nosotros";"El"
"Negro tiene nombre, El";"Independent";"06/06/2025";641.0;77;2025;"";"Negro tiene nombre";"El"
"Esas cosas pasan";"Independent";"09/01/2025";641.0;109;2025;"";"Esas cosas pasan";""
"Como conquistamos el Oeste y adonde nos llevo";"Independent";"27/06/2025";640.0;322;2025;"";"Como conquistamos el Oeste y adonde nos llevo";""
"Santiago Sierra. The Finger in the Wound";"Oliete Films";"17/12/2025";639.0;94;2025;"";"Santiago Sierra. The Finger in the Wound";""
"Velazquez, el poder y el arte";"Version Digital";"11/11/2022";626.0;108;2025;"";"Velazquez, el poder y el arte";""
"Las armas no borraran tu sonrisa";"Independent";"25/01/2024";622.0;133;2025;"";"Las armas no borraran tu sonrisa";""
"Valentina";"Super 8";"10/12/2021";620.0;155;2025;"";"Valentina";""
"Naufrafados, Os";"Independent";"05/09/2025";611.0;108;2025;"";"Naufrafados, Os";""
"Llanto, El";"Universal";"25/10/2024";598.0;167;2025;"";"Llanto";"El"
"Coquito con mortadella";"Taranna Films";"17/05/2025";595.0;344;2025;"";"Coquito con mortadella";""
"Giro final";"Independent";"16/05/2025";571.0;90;2025;"";"Giro final";""
"Solo en Groenlandia";"Wanda";"17/07/2025";567.0;93;2025;"";"Solo en Groenlandia";""
"Chemsex: Un viaje al interior";"Independent";"14/11/2025";567.0;324;2025;"";"Chemsex: Un viaje al interior";""
"Antonio Machado. Los dias azules";"Summer Films";"04/12/2020";557.0;100;2025;"";"Antonio Machado. Los dias azules";""
"Ala Negra ""El Angel de la Encarnacion""";"Independent";"24/04/2025";557.0;92;2025;"";"Ala Negra ""El Angel de la Encarnacion""";""
"Corazon ardiente";"European Dreams Factory";"21/02/2020";554.0;68;2025;"";"Corazon ardiente";""
"Foreign Song, A";"Independent";"25/04/2025";552.0;100;2025;"";"Foreign Song, A";""
"Sin señas particulares";"Wanda";"27/11/2020";549.0;183;2025;"";"Sin señas particulares";""
"Vida en una gota, La";"Independent";"26/11/2024";547.0;103;2025;"";"Vida en una gota";"La"
"Cartas mojadas";"Syldavia";"09/10/2020";534.0;165;2025;"";"Cartas mojadas";""
"Mimosas";"Atalante";"04/01/2017";534.0;76;2025;"";"Mimosas";""
"Leyes de la frontera, Las";"Warner Bros";"08/10/2021";528.0;132;2025;"";"Leyes de la frontera";"Las"
"Niñas, Las";"Bteam Pictures";"04/09/2020";528.0;96;2025;"";"Niñas";"Las"
"Chaplin, espiritu gitano";"Bteam Pictures";"13/12/2024";522.0;92;2025;"";"Chaplin, espiritu gitano";""
"Atraco a las tres (1962) (re)";"Independent";"19/11/2025";522.0;106;2025;1962.0;"Atraco a las tres";""
"Cristina Garcia Rodero: La mirada oculta";"Wanda";"01/12/2023";522.0;87;2025;"";"Cristina Garcia Rodero: La mirada oculta";""
"Verano 1993";"Avalon Distribución";"30/06/2017";522.0;74;2025;"";"Verano 1993";""
"Camino de Cova Eiros, O";"Independent";"30/10/2025";515.0;103;2025;"";"Camino de Cova Eiros, O";""
"Sinsombrero, Las";"Independent";"09/03/2022";510.0;291;2025;"";"Sinsombrero";"Las"
"Noviembre (2003) (re)";"Mercury Films";"06/02/2025";510.0;102;2025;2003.0;"Noviembre";""
"Domingo Domingo";"Independent";"23/07/2023";505.0;129;2025;"";"Domingo Domingo";""
"Nena";"Independent";"27/10/2025";502.0;207;2025;"";"Nena";""
"Gran familia, La";"ConUnPack";"23/12/2025";498.0;94;2025;"";"Gran familia";"La"
"High club, The";"Independent";"10/09/2025";497.0;71;2025;"";"High club, The";""
"Ultimo arrebato, El";"Independent";"16/11/2025";494.0;81;2025;"";"Ultimo arrebato";"El"
"En clave de sol";"Independent";"07/05/2025";492.0;125;2025;"";"En clave de sol";""
"On the Go";"Jur Jur Productions";"28/06/2024";491.0;116;2025;"";"On the Go";""
"Castillo de Argueso";"Independent";"18/01/2025";485.0;102;2025;"";"Castillo de Argueso";""
"Mis ganas ganan, la historia de Elena Huelva";"39 Escalones";"05/04/2024";482.0;107;2025;"";"Mis ganas ganan, la historia de Elena Huelva";""
"Verano infinito";"Independent";"07/03/2025";480.0;80;2025;"";"Verano infinito";""
"Ellas en la ciudad";"Independent";"20/05/2025";480.0;133;2025;"";"Ellas en la ciudad";""
"Cataluña ambigua";"Sheridan's Producciones";"27/02/2025";478.0;82;2025;"";"Cataluña ambigua";""
"Villa del Seis, La";"Independent";"24/10/2025";471.0;69;2025;"";"Villa del Seis";"La"
"Protagonistes";"Independent";"03/11/2024";466.0;174;2025;"";"Protagonistes";""
"Reinas";"Bteam Pictures";"06/09/2024";464.0;86;2025;"";"Reinas";""
"Viaje a ninguna parte, El (1986) (re)";"Independent";"08/03/2023";464.0;91;2025;1986.0;"Viaje a ninguna parte";"El"
"Guadalupe, Madre de la Humanidad";"European Dreams Factory";"01/03/2024";462.0;66;2025;"";"Guadalupe, Madre de la Humanidad";""
"Tasio (1984) (re)";"Independent";"23/09/2025";462.0;154;2025;1984.0;"Tasio";""
"Muerte tenia un precio, La (1965) (re)";"Independent";"28/09/2025";461.0;60;2025;1965.0;"Muerte tenia un precio";"La"
"Llueve sobre Babel";"Version Digital";"11/11/2025";460.0;120;2025;"";"Llueve sobre Babel";""
"Anaga, Naturaleza Infinita";"Independent";"13/12/2024";553.0;140;2025;"";"Anaga, Naturaleza Infinita";""
"Walter Benjamin, el aura del camino";"Independent";"23/10/2025";454.0;72;2025;"";"Walter Benjamin, el aura del camino";""
"Estigma del silencio, El";"Independent";"10/12/2024";450.0;68;2025;"";"Estigma del silencio";"El"
"Dalia y el libro rojo";"Alfa Pictures";"25/10/2024";444.0;97;2025;"";"Dalia y el libro rojo";""
"Tr3s partes del espejo, Las";"Independent";"16/03/2024";432.0;208;2025;"";"Tr3s partes del espejo";"Las"
"Cant dels ocells, El Sagrera";"";"19/12/2008";428.0;73;2025;"";"Cant dels ocells, El Sagrera";""
"Sunu Gaal (Nuestro cayuco)";"Moon Entertainment";"19/09/2025";422.0;73;2025;"";"Sunu Gaal (Nuestro cayuco)";""
"Arte de los analfabetos, El";"Independent";"24/02/2025";421.0;74;2025;"";"Arte de los analfabetos";"El"
"Tierra y libertad (1995) (re)";"Independent";"10/05/2023";420.0;60;2025;1995.0;"Tierra y libertad";""
"Viridiana (1961) (re)";"Mercury Films";"10/04/2023";416.0;99;2025;1961.0;"Viridiana";""
"Prefiro condenarme";"Atalante";"22/11/2024";462.0;97;2025;"";"Prefiro condenarme";""
"Aldeas perdidas, Las";"Independent";"18/12/2025";413.0;83;2025;"";"Aldeas perdidas";"Las"
"Historias del poder y de la vida";"Independent";"14/01/2025";411.0;89;2025;"";"Historias del poder y de la vida";""
"Justicia Artificial";"A Contracorriente";"13/09/2024";410.0;90;2025;"";"Justicia Artificial";""
"Wojtyla. La Investigacion";"European Dreams Factory";"14/08/2020";410.0;63;2025;"";"Wojtyla. La Investigacion";""
"A las mujeres de España, Maria Lejarraga";"Summer Films";"11/03/2022";403.0;75;2025;"";"A las mujeres de España, Maria Lejarraga";""
"Aminetu";"Independent";"08/11/2025";400.0;212;2025;"";"Aminetu";""
"Irati";"Filmax";"24/02/2023";400.0;80;2025;"";"Irati";""
"Sender Barayon. Viaje hacia la luz";"Independent";"18/04/2023";400.0;59;2025;"";"Sender Barayon. Viaje hacia la luz";""
"TuentifourSeven";"Independent";"01/12/2025";397.0;84;2025;"";"TuentifourSeven";""
"Herejes, Los";"Independent";"25/01/2025";389.0;57;2025;"";"Herejes";"Los"
"Pajaros";"Filmax";"05/04/2024";382.0;149;2025;"";"Pajaros";""
"Olvidados, Los";"A Contracorriente";"30/06/2022";362.0;79;2025;"";"Olvidados";"Los"
"Deuses de Pedra";"Independent";"26/11/2025";359.0;98;2025;"";"Deuses de Pedra";""
"Gure Hitzak";"Independent";"05/06/2025";357.0;78;2025;"";"Gure Hitzak";""
"Nubes y claros";"Independent";"21/06/2025";355.0;67;2025;"";"Nubes y claros";""
"Ons";"Bteam Pictures";"18/12/2020";354.0;83;2025;"";"Ons";""
"Hijos de Dios";"Independent";"16/10/2025";350.0;99;2025;"";"Hijos de Dios";""
"Fenomenos, Los (2014) (re)";"Baños Films";"06/05/2025";341.0;84;2025;2014.0;"Fenomenos";"Los"
"Sumak kawsay. El buen vivir";"Tiempos Dificiles Films";"18/07/2025";339.0;47;2025;"";"Sumak kawsay. El buen vivir";""
"Voladura 76";"Independent";"12/11/2025";337.0;56;2025;"";"Voladura 76";""
"Requiem for a Tribe";"Independent";"16/05/2025";334.0;133;2025;"";"Requiem for a Tribe";""
"El Bosco. El jardin de los sueños";"Version Digital";"09/06/2016";332.0;63;2025;"";"El Bosco. El jardin de los sueños";""
"Triptico";"Independent";"17/01/2025";331.0;49;2025;"";"Triptico";""
"Waldo";"Dada Films";"15/11/2024";320.0;74;2025;"";"Waldo";""
"Año de todos los demonios, El";"Independent";"27/05/2025";319.0;55;2025;"";"Año de todos los demonios";"El"
"Molino, El";"Independent";"03/12/2025";318.0;82;2025;"";"Molino";"El"
"Un volcan habitado";"Independent";"13/06/2024";316.0;80;2025;"";"Un volcan habitado";""
"Chinas";"A Contracorriente";"06/10/2023";316.0;96;2025;"";"Chinas";""
"Book, The";"Moon Entertainment";"08/11/2024";315.0;63;2025;"";"Book, The";""
"Gran redada gitana. Historia de un genocidio";"Independent";"03/04/2025";313.0;344;2025;"";"Gran redada gitana. Historia de un genocidio";""
"Traineras, pasion por el remo";"Independent";"13/09/2024";312.0;52;2025;"";"Traineras, pasion por el remo";""
"Rojo clavel";"Independent";"20/11/2025";311.0;80;2025;"";"Rojo clavel";""
"CELDA 211";"Paramount Int'l";"06/11/2009";311.0;74;2025;"";"CELDA 211";""
"Saturno";"Les Films de la Resistance";"04/10/2024";311.0;114;2025;"";"Saturno";""
"Malencolía";"Baños Films";"25/03/2022";308.0;63;2025;"";"Malencolía";""
"Vivir dos veces";"Filmax";"06/09/2019";304.0;63;2025;"";"Vivir dos veces";""
"Robotia";"Barton";"07/06/2024";297.0;99;2025;"";"Robotia";""
"Goya. El ojo que escucha";"Version Digital";"28/10/2022";294.0;56;2025;"";"Goya. El ojo que escucha";""
"Emiliana Gat-alana";"Independent";"29/08/2025";294.0;37;2025;"";"Emiliana Gat-alana";""
"En la alcoba del sultan";"Sideral";"15/11/2024";291.0;86;2025;"";"En la alcoba del sultan";""
"Coraje";"Independent";"19/10/2023";291.0;45;2025;"";"Coraje";""
"Lo que arde";"Atalante";"11/10/2019";290.0;43;2025;"";"Lo que arde";""
"Al oeste, en Zapata";"Independent";"26/11/2025";289.0;99;2025;"";"Al oeste, en Zapata";""
"Voy a desaparecer";"Begin Again Films";"19/09/2024";286.0;88;2025;"";"Voy a desaparecer";""
"Sense filTRES";"Independent";"14/11/2025";284.0;104;2025;"";"Sense filTRES";""
"Truman";"Filmax";"30/10/2015";283.0;52;2025;"";"Truman";""
"Zoo, Sobreviure a l'incendi";"39 Escalones";"22/11/2024";429.0;81;2025;"";"Zoo, Sobreviure a l'incendi";""
"Crimen de Cuenca, El (1980)";"Independent";"25/10/2021";278.0;51;2025;1980.0;"Crimen de Cuenca";"El"
"Amantes astronautas, Los";"Independent";"17/11/2024";270.0;58;2025;"";"Amantes astronautas";"Los"
"Comercial, El";"Independent";"26/05/2025";265.0;39;2025;"";"Comercial";"El"
"Un dia con Peter Hujar";"Filmin";"01/12/2025";260.0;34;2025;"";"Un dia con Peter Hujar";""
